food,parasite,rep,clutch,age,NB
L,LATE_MET,2,6,23,3
L,LATE_MET,3,1,10,2
L,LATE_MET,3,2,16,6
L,LATE_MET,3,3,19,4
L,LATE_MET,3,4,26,3
L,LATE_MET,3,5,28,1
L,LATE_MET,4,1,9,3
L,LATE_MET,4,2,11,4
L,LATE_MET,5,1,9,6
L,LATE_MET,5,2,11,2
L,LATE_MET,5,3,14,4
L,LATE_MET,5,4,17,4
L,LATE_MET,5,5,20,3
L,LATE_MET,5,6,22,6
L,LATE_MET,5,7,25,10
L,LATE_MET,5,8,28,6
L,LATE_MET,5,9,31,7
L,LATE_MET,6,1,9,3
L,LATE_MET,6,2,11,4
L,LATE_MET,6,3,14,5
L,LATE_MET,6,4,17,8
L,LATE_MET,6,5,20,5
L,LATE_MET,6,6,23,8
L,LATE_MET,6,7,26,5
L,LATE_MET,6,8,29,6
L,LATE_MET,6,9,31,15
L,LATE_MET,6,10,34,7
L,LATE_MET,7,1,9,4
L,LATE_MET,7,2,11,5
L,LATE_MET,7,3,14,5
L,LATE_MET,7,4,17,7
L,LATE_MET,7,5,20,7
L,LATE_MET,7,6,22,10
L,LATE_MET,7,7,26,6
L,LATE_MET,7,8,28,5
L,LATE_MET,7,9,31,6
L,LATE_MET,7,10,34,4
L,LATE_MET,8,1,NA,NA
L,LATE_MET,9,1,9,4
L,LATE_MET,9,2,11,4
L,LATE_MET,10,1,9,4
L,LATE_MET,10,2,12,5
L,LATE_MET,10,3,15,6
L,LATE_MET,10,4,17,6
L,LATE_MET,10,5,20,3
L,LATE_MET,10,6,23,8
L,LATE_MET,10,7,26,3
L,LATE_MET,10,8,30,6
L,LATE_MET,10,9,32,10
L,LATE_MET,10,10,34,1
L,LATE_MET,11,1,NA,NA
L,LATE_MET,12,1,9,3
L,LATE_MET,12,2,11,3
L,LATE_MET,12,3,14,6
L,LATE_MET,12,4,17,5
L,LATE_MET,12,5,20,3
L,LATE_MET,12,6,23,8
L,LATE_MET,12,7,26,2
L,LATE_MET,13,1,9,1
L,LATE_MET,14,1,9,4
L,LATE_MET,14,2,12,4
L,LATE_MET,14,3,14,7
L,LATE_MET,14,4,17,7
L,LATE_MET,14,5,20,5
L,LATE_MET,14,6,23,7
L,LATE_MET,14,7,26,4
L,LATE_MET,15,1,9,5
L,LATE_MET,15,2,12,5
L,LATE_MET,15,3,14,6
L,LATE_MET,15,4,17,5
L,LATE_MET,15,5,20,5
L,LATE_MET,15,6,23,7
L,LATE_MET,15,7,26,2
L,LATE_MET,15,8,29,8
L,LATE_MET,15,9,32,5
L,LATE_MET,16,1,9,5
L,LATE_MET,16,2,12,4
L,LATE_MET,16,3,15,4
L,LATE_MET,16,4,17,4
L,LATE_MET,16,5,20,3
L,LATE_MET,16,6,23,8
L,LATE_MET,16,7,26,1
L,LATE_MET,16,8,29,6
L,LATE_MET,16,9,32,6
L,LATE_MET,17,1,9,4
L,LATE_MET,17,2,12,6
L,LATE_MET,17,3,14,6
L,LATE_MET,17,4,17,4
L,LATE_MET,18,1,9,4
L,LATE_MET,18,2,12,4
L,LATE_MET,18,3,15,4
L,LATE_MET,18,4,17,4
L,LATE_MET,18,5,20,4
L,LATE_MET,19,1,9,5
L,LATE_MET,19,2,11,4
L,LATE_MET,19,3,14,4
L,LATE_MET,19,4,17,6
L,LATE_MET,19,5,20,4
L,LATE_MET,19,6,23,8
L,LATE_MET,20,1,9,4
L,LATE_MET,20,2,11,4
L,LATE_MET,20,3,17,7
L,LATE_MET,20,4,20,5
L,LATE_MET,20,5,23,6
L,LATE_MET,20,6,25,5
L,LATE_MET,21,1,9,3
L,LATE_MET,21,2,11,4
L,LATE_MET,21,3,14,2
L,LATE_MET,21,4,17,6
L,LATE_MET,21,5,20,5
L,LATE_MET,21,6,23,7
L,LATE_MET,21,7,26,2
L,LATE_MET,21,8,29,4
L,LATE_MET,22,1,9,4
L,LATE_MET,22,2,12,4
L,LATE_MET,22,3,14,7
L,LATE_MET,22,4,17,4
L,LATE_MET,22,5,20,4
L,LATE_MET,22,6,23,5
L,LATE_MET,22,7,26,5
L,LATE_MET,23,1,NA,NA
L,LATE_MET,24,1,9,2
L,LATE_MET,24,2,12,3
L,LATE_MET,24,3,15,2
L,LATE_MET,24,4,18,3
L,LATE_MET,24,5,20,4
L,LATE_MET,24,6,23,6
L,LATE_MET,24,7,26,4
L,LATE_MET,24,8,29,6
L,LATE_MET,24,9,32,5
L,LATE_MET,25,1,9,1
L,LATE_MET,25,2,11,4
L,LATE_MET,25,3,14,6
L,LATE_MET,25,4,20,4
L,LATE_MET,25,5,23,6
L,LATE_MET,25,6,26,6
L,LATE_MET,25,7,28,6
L,LATE_MET,25,8,31,7
L,LATE_MET,26,1,9,2
L,LATE_MET,26,2,12,4
L,LATE_MET,26,3,14,7
L,LATE_MET,26,4,17,5
L,LATE_MET,26,5,20,5
L,LATE_MET,26,6,23,7
L,LATE_MET,27,1,9,2
L,LATE_MET,27,2,11,4
L,LATE_MET,27,3,14,7
L,LATE_MET,27,4,17,6
L,LATE_MET,27,5,20,5
L,LATE_MET,27,6,23,8
L,LATE_MET,27,7,26,2
L,LATE_MET,28,1,9,3
L,LATE_MET,28,2,11,4
L,LATE_MET,28,3,14,2
L,LATE_MET,28,4,17,6
L,LATE_MET,28,5,20,4
L,LATE_MET,28,6,23,7
L,LATE_MET,28,7,26,9
L,LATE_MET,28,8,28,5
L,LATE_MET,28,9,30,1
L,LATE_MET,28,10,32,2
L,LATE_MET,28,11,35,3
L,LATE_MET,29,1,9,2
L,LATE_MET,29,2,12,6
L,LATE_MET,29,3,15,5
L,LATE_MET,29,4,18,5
L,LATE_MET,29,5,20,5
L,LATE_MET,29,6,23,10
L,LATE_MET,29,7,26,3
L,LATE_MET,29,8,29,5
L,LATE_MET,29,9,32,1
L,LATE_MET,30,1,9,1
L,LATE_MET,30,2,11,4
L,LATE_MET,30,3,15,1
L,LATE_MET,30,4,17,3
L,LATE_MET,30,5,20,4
L,LATE_MET,30,6,23,7
L,LATE_MET,30,7,26,6
H,MG_LATE_MET,1,1,7,6
H,MG_LATE_MET,1,2,10,8
H,MG_LATE_MET,1,3,13,7
H,MG_LATE_MET,1,4,15,10
H,MG_LATE_MET,1,5,18,12
H,MG_LATE_MET,1,6,21,7
H,MG_LATE_MET,2,1,8,4
H,MG_LATE_MET,2,2,10,9
H,MG_LATE_MET,2,3,13,9
H,MG_LATE_MET,2,4,16,13
H,MG_LATE_MET,2,5,18,17
H,MG_LATE_MET,2,6,21,14
H,MG_LATE_MET,2,7,24,14
H,MG_LATE_MET,3,1,8,9
H,MG_LATE_MET,3,2,10,6
H,MG_LATE_MET,3,3,13,9
H,MG_LATE_MET,3,4,15,12
H,MG_LATE_MET,3,5,18,11
H,MG_LATE_MET,3,6,21,12
H,MG_LATE_MET,3,7,23,10
H,MG_LATE_MET,4,1,8,4
H,MG_LATE_MET,4,2,10,11
H,MG_LATE_MET,4,3,13,12
H,MG_LATE_MET,4,4,15,12
H,MG_LATE_MET,4,5,18,14
H,MG_LATE_MET,4,6,21,13
H,MG_LATE_MET,4,7,23,14
H,MG_LATE_MET,5,1,8,6
H,MG_LATE_MET,5,2,10,10
H,MG_LATE_MET,5,3,13,11
H,MG_LATE_MET,5,4,15,10
H,MG_LATE_MET,5,5,18,14
H,MG_LATE_MET,5,6,21,14
H,MG_LATE_MET,5,7,24,13
H,MG_LATE_MET,6,1,8,5
H,MG_LATE_MET,6,2,10,12
H,MG_LATE_MET,6,3,13,11
H,MG_LATE_MET,6,4,16,11
H,MG_LATE_MET,6,5,18,15
H,MG_LATE_MET,6,6,21,8
H,MG_LATE_MET,6,7,24,6
H,MG_LATE_MET,7,1,7,5
H,MG_LATE_MET,7,2,9,6
H,MG_LATE_MET,7,3,12,10
H,MG_LATE_MET,7,4,14,13
H,MG_LATE_MET,7,5,17,15
H,MG_LATE_MET,7,6,19,22
H,MG_LATE_MET,7,7,22,15
H,MG_LATE_MET,7,8,25,12
H,MG_LATE_MET,8,1,8,9
H,MG_LATE_MET,8,2,10,8
H,MG_LATE_MET,8,3,13,9
H,MG_LATE_MET,8,4,16,11
H,MG_LATE_MET,8,5,19,14
H,MG_LATE_MET,8,6,21,5
H,MG_LATE_MET,8,7,24,11
H,MG_LATE_MET,8,8,28,2
H,MG_LATE_MET,9,1,8,7
H,MG_LATE_MET,9,2,10,8
H,MG_LATE_MET,9,3,13,10
H,MG_LATE_MET,9,4,16,15
H,MG_LATE_MET,9,5,18,16
H,MG_LATE_MET,9,6,21,9
H,MG_LATE_MET,9,7,24,13
H,MG_LATE_MET,10,1,8,3
H,MG_LATE_MET,10,2,10,8
H,MG_LATE_MET,10,3,13,9
H,MG_LATE_MET,10,4,16,13
H,MG_LATE_MET,10,5,18,16
H,MG_LATE_MET,10,6,21,15
H,MG_LATE_MET,10,7,23,7
H,MG_LATE_MET,11,1,8,9
H,MG_LATE_MET,11,2,10,12
H,MG_LATE_MET,11,3,13,12
H,MG_LATE_MET,11,4,16,17
H,MG_LATE_MET,11,5,18,16
H,MG_LATE_MET,11,6,21,8
H,MG_LATE_MET,11,7,24,13
H,MG_LATE_MET,12,1,8,5
H,MG_LATE_MET,12,2,10,9
H,MG_LATE_MET,12,3,13,10
H,MG_LATE_MET,12,4,16,10
H,MG_LATE_MET,12,5,18,18
H,MG_LATE_MET,12,6,21,11
H,MG_LATE_MET,12,7,24,5
H,MG_LATE_MET,13,1,8,8
H,MG_LATE_MET,13,2,10,10
H,MG_LATE_MET,13,3,13,9
H,MG_LATE_MET,13,4,16,12
H,MG_LATE_MET,13,5,18,20
H,MG_LATE_MET,13,6,21,14
H,MG_LATE_MET,13,7,24,13
H,MG_LATE_MET,14,1,8,6
H,MG_LATE_MET,14,2,10,7
H,MG_LATE_MET,14,3,13,8
H,MG_LATE_MET,14,4,15,10
H,MG_LATE_MET,14,5,19,16
H,MG_LATE_MET,14,6,21,8
H,MG_LATE_MET,14,7,23,9
H,MG_LATE_MET,15,1,8,7
H,MG_LATE_MET,15,2,10,10
H,MG_LATE_MET,15,3,13,13
H,MG_LATE_MET,15,4,16,11
H,MG_LATE_MET,15,5,18,20
H,MG_LATE_MET,15,6,21,13
H,MG_LATE_MET,15,7,24,11
H,MG_LATE_MET,16,1,NA,NA
H,MG_LATE_MET,17,1,8,5
H,MG_LATE_MET,17,2,10,12
H,MG_LATE_MET,17,3,13,13
H,MG_LATE_MET,17,4,16,14
H,MG_LATE_MET,17,5,18,18
H,MG_LATE_MET,17,6,21,12
H,MG_LATE_MET,17,7,24,15
H,MG_LATE_MET,18,1,7,6
H,MG_LATE_MET,18,2,10,11
H,MG_LATE_MET,18,3,12,11
H,MG_LATE_MET,18,4,15,12
H,MG_LATE_MET,18,5,19,15
H,MG_LATE_MET,18,6,21,11
H,MG_LATE_MET,18,7,23,11
H,MG_LATE_MET,19,1,8,6
H,MG_LATE_MET,19,2,10,11
H,MG_LATE_MET,19,3,13,10
H,MG_LATE_MET,19,4,16,13
H,MG_LATE_MET,19,5,18,13
H,MG_LATE_MET,19,6,21,11
H,MG_LATE_MET,19,7,24,13
H,MG_LATE_MET,20,1,8,6
H,MG_LATE_MET,20,2,10,12
H,MG_LATE_MET,20,3,13,13
H,MG_LATE_MET,20,4,15,13
H,MG_LATE_MET,20,5,18,17
H,MG_LATE_MET,20,6,21,17
H,MG_LATE_MET,20,7,24,15
H,MG_LATE_MET,21,1,8,6
H,MG_LATE_MET,21,2,10,7
H,MG_LATE_MET,21,3,13,8
H,MG_LATE_MET,21,4,16,10
H,MG_LATE_MET,21,5,18,10
H,MG_LATE_MET,21,6,21,9
H,MG_LATE_MET,21,7,24,11
H,MG_LATE_MET,22,1,8,6
H,MG_LATE_MET,22,2,10,10
H,MG_LATE_MET,22,3,13,10
H,MG_LATE_MET,22,4,16,12
H,MG_LATE_MET,22,5,18,13
H,MG_LATE_MET,22,6,21,9
H,MG_LATE_MET,22,7,24,10
H,MG_LATE_MET,23,1,8,7
H,MG_LATE_MET,23,2,10,8
H,MG_LATE_MET,23,3,13,10
H,MG_LATE_MET,23,4,15,11
H,MG_LATE_MET,23,5,18,13
H,MG_LATE_MET,23,6,21,10
H,MG_LATE_MET,23,7,23,8
H,MG_LATE_MET,24,1,8,7
H,MG_LATE_MET,24,2,10,10
H,MG_LATE_MET,24,3,13,11
H,MG_LATE_MET,24,4,16,13
H,MG_LATE_MET,24,5,18,18
H,MG_LATE_MET,24,6,21,15
H,MG_LATE_MET,24,7,24,13
H,MG_LATE_MET,25,1,8,6
H,MG_LATE_MET,25,2,10,9
H,MG_LATE_MET,25,3,13,12
H,MG_LATE_MET,25,4,16,13
H,MG_LATE_MET,25,5,18,17
H,MG_LATE_MET,25,6,21,10
H,MG_LATE_MET,25,7,24,10
H,MG_LATE_MET,26,1,9,8
H,MG_LATE_MET,26,2,12,9
H,MG_LATE_MET,26,3,15,8
H,MG_LATE_MET,26,4,17,14
H,MG_LATE_MET,26,5,20,13
H,MG_LATE_MET,26,6,23,9
H,MG_LATE_MET,27,1,8,6
H,MG_LATE_MET,27,2,10,8
H,MG_LATE_MET,27,3,13,10
H,MG_LATE_MET,27,4,16,10
H,MG_LATE_MET,27,5,18,15
H,MG_LATE_MET,27,6,21,8
H,MG_LATE_MET,28,1,8,6
H,MG_LATE_MET,28,2,11,9
H,MG_LATE_MET,28,3,14,8
H,MG_LATE_MET,28,4,16,11
H,MG_LATE_MET,28,5,19,15
H,MG_LATE_MET,28,6,22,9
H,MG_LATE_MET,28,7,24,2
H,MG_LATE_MET,29,1,8,6
H,MG_LATE_MET,29,2,10,9
H,MG_LATE_MET,29,3,13,8
H,MG_LATE_MET,29,4,16,12
H,MG_LATE_MET,29,5,18,11
H,MG_LATE_MET,29,6,21,11
H,MG_LATE_MET,29,7,24,8
H,MG_LATE_MET,29,8,32,9
H,MG_LATE_MET,29,9,35,11
H,MG_LATE_MET,29,10,38,14
H,MG_LATE_MET,29,11,40,16
H,MG_LATE_MET,29,12,43,2
H,MG_LATE_MET,29,13,47,7
H,MG_LATE_MET,29,14,49,9
H,MG_LATE_MET,29,15,52,8
H,MG_LATE_MET,29,16,55,8
H,MG_LATE_MET,29,17,57,4
H,MG_LATE_MET,29,18,60,5
H,MG_LATE_MET,29,19,62,1
H,MG_LATE_MET,29,20,64,2
H,MG_LATE_MET,29,21,67,6
H,MG_LATE_MET,29,22,70,4
H,MG_LATE_MET,30,1,8,3
H,MG_LATE_MET,30,2,10,6
H,MG_LATE_MET,30,3,13,9
H,MG_LATE_MET,30,4,16,10
H,MG_LATE_MET,30,5,18,13
H,MG_LATE_MET,30,6,21,10
L,MG_LATE_MET,1,1,9,3
L,MG_LATE_MET,1,2,12,7
L,MG_LATE_MET,1,3,15,3
L,MG_LATE_MET,1,4,18,3
L,MG_LATE_MET,2,1,9,3
L,MG_LATE_MET,2,2,12,5
L,MG_LATE_MET,2,3,14,5
L,MG_LATE_MET,2,4,17,5
L,MG_LATE_MET,2,5,20,5
L,MG_LATE_MET,2,6,23,2
L,MG_LATE_MET,3,1,9,4
L,MG_LATE_MET,3,2,12,4
L,MG_LATE_MET,3,3,15,5
L,MG_LATE_MET,3,4,17,5
L,MG_LATE_MET,3,5,20,2
L,MG_LATE_MET,4,1,9,3
L,MG_LATE_MET,4,2,12,4
L,MG_LATE_MET,4,3,15,4
L,MG_LATE_MET,4,4,18,7
L,MG_LATE_MET,4,5,21,1
L,MG_LATE_MET,5,1,9,3
L,MG_LATE_MET,5,2,12,4
L,MG_LATE_MET,5,3,15,6
L,MG_LATE_MET,5,4,18,4
L,MG_LATE_MET,5,5,21,1
L,MG_LATE_MET,6,1,10,4
L,MG_LATE_MET,6,2,12,5
L,MG_LATE_MET,6,3,15,4
L,MG_LATE_MET,6,4,18,5
L,MG_LATE_MET,6,5,21,1
L,MG_LATE_MET,7,1,9,1
L,MG_LATE_MET,7,2,12,5
L,MG_LATE_MET,7,3,15,6
L,MG_LATE_MET,7,4,18,6
L,MG_LATE_MET,8,1,10,1
L,MG_LATE_MET,8,2,12,4
L,MG_LATE_MET,8,3,15,5
L,MG_LATE_MET,8,4,18,6
L,MG_LATE_MET,8,5,20,3
L,MG_LATE_MET,9,1,9,4
L,MG_LATE_MET,9,2,12,5
L,MG_LATE_MET,9,3,15,6
L,MG_LATE_MET,9,4,18,5
L,MG_LATE_MET,10,1,9,4
L,MG_LATE_MET,10,2,12,4
L,MG_LATE_MET,10,3,14,4
L,MG_LATE_MET,10,4,17,5
L,MG_LATE_MET,10,5,20,4
L,MG_LATE_MET,11,1,9,2
L,MG_LATE_MET,11,2,12,5
L,MG_LATE_MET,11,3,15,6
L,MG_LATE_MET,11,4,18,6
L,MG_LATE_MET,11,5,21,4
L,MG_LATE_MET,11,6,23,1
L,MG_LATE_MET,12,1,10,3
L,MG_LATE_MET,12,2,12,3
L,MG_LATE_MET,12,3,15,5
L,MG_LATE_MET,12,4,18,5
L,MG_LATE_MET,12,5,20,5
L,MG_LATE_MET,13,1,9,5
L,MG_LATE_MET,13,2,12,5
L,MG_LATE_MET,13,3,15,5
L,MG_LATE_MET,13,4,18,4
L,MG_LATE_MET,13,5,21,2
L,MG_LATE_MET,14,1,9,2
L,MG_LATE_MET,14,2,12,5
L,MG_LATE_MET,14,3,14,7
L,MG_LATE_MET,14,4,17,8
L,MG_LATE_MET,14,5,20,4
L,MG_LATE_MET,14,6,23,6
L,MG_LATE_MET,15,1,9,4
L,MG_LATE_MET,15,2,12,5
L,MG_LATE_MET,15,3,15,4
L,MG_LATE_MET,15,4,18,2
L,MG_LATE_MET,16,1,9,2
L,MG_LATE_MET,16,2,12,6
L,MG_LATE_MET,16,3,15,9
L,MG_LATE_MET,16,4,18,6
L,MG_LATE_MET,16,5,21,3
L,MG_LATE_MET,17,1,9,4
L,MG_LATE_MET,17,2,12,4
L,MG_LATE_MET,17,3,15,4
L,MG_LATE_MET,17,4,18,4
L,MG_LATE_MET,18,1,9,2
L,MG_LATE_MET,18,2,12,6
L,MG_LATE_MET,18,3,15,5
L,MG_LATE_MET,18,4,18,4
L,MG_LATE_MET,18,5,20,4
L,MG_LATE_MET,18,6,23,5
L,MG_LATE_MET,19,1,12,5
L,MG_LATE_MET,19,2,15,4
L,MG_LATE_MET,19,3,17,4
L,MG_LATE_MET,20,1,10,2
L,MG_LATE_MET,20,2,12,5
L,MG_LATE_MET,20,3,15,6
L,MG_LATE_MET,20,4,18,6
L,MG_LATE_MET,21,1,12,3
L,MG_LATE_MET,21,2,15,4
L,MG_LATE_MET,22,1,9,4
L,MG_LATE_MET,22,2,12,4
L,MG_LATE_MET,22,3,15,4
L,MG_LATE_MET,22,4,18,5
L,MG_LATE_MET,23,1,9,2
L,MG_LATE_MET,23,2,12,4
L,MG_LATE_MET,23,3,15,2
L,MG_LATE_MET,23,4,17,2
L,MG_LATE_MET,24,1,9,3
L,MG_LATE_MET,24,2,11,4
L,MG_LATE_MET,24,3,14,6
L,MG_LATE_MET,24,4,17,4
L,MG_LATE_MET,24,5,20,3
L,MG_LATE_MET,24,6,24,4
L,MG_LATE_MET,25,1,9,3
L,MG_LATE_MET,25,2,12,4
L,MG_LATE_MET,25,3,14,4
L,MG_LATE_MET,25,4,17,3
L,MG_LATE_MET,25,5,20,4
L,MG_LATE_MET,25,6,23,5
L,MG_LATE_MET,26,1,9,3
L,MG_LATE_MET,26,2,12,3
L,MG_LATE_MET,26,3,15,2
L,MG_LATE_MET,26,4,18,4
L,MG_LATE_MET,26,5,21,1
L,MG_LATE_MET,26,6,23,2
L,MG_LATE_MET,27,1,9,2
L,MG_LATE_MET,27,2,12,4
L,MG_LATE_MET,27,3,15,3
L,MG_LATE_MET,27,4,18,1
L,MG_LATE_MET,28,1,10,3
L,MG_LATE_MET,28,2,12,4
L,MG_LATE_MET,28,3,15,6
L,MG_LATE_MET,28,4,18,7
L,MG_LATE_MET,28,5,21,2
L,MG_LATE_MET,29,1,9,3
L,MG_LATE_MET,29,2,12,4
L,MG_LATE_MET,29,3,15,5
L,MG_LATE_MET,29,4,18,4
L,MG_LATE_MET,29,5,24,1
L,MG_LATE_MET,30,1,9,3
L,MG_LATE_MET,30,2,12,5
L,MG_LATE_MET,30,3,15,5
L,MG_LATE_MET,30,4,18,6
L,MG_LATE_MET,30,5,21,1